17,1968,0,208,-1008
18,2076,0,208,-992
19,2184,0,208,-992
20,2292,16,208,-1008
21,2400,0,208,-992
22,2508,0,208,-1008
23,2616,0,208,-992
24,2724,0,208,-992
25,2838,16,224,-992
26,2946,16,208,-1008
27,3054,0,192,-1008
28,3162,0,192,-1008
29,3270,-48,272,-944
30,3378,16,192,-992
31,3486,-64,320,-992
32,3594,96,256,-944
33,3702,0,288,-976
34,3810,48,288,-976
35,3918,80,272,-976
36,4026,80,256,-992
37,4134,128,224,-976
38,4242,48,240,-1008
39,4350,128,192,-1040
40,4458,48,240,-1056
41,4566,80,208,-992
42,4674,32,208,-992
43,4782,96,160,-1040
44,4890,112,128,-1024
45,4998,80,112,-992
46,5106,80,80,-960
47,5214,48,176,-992
48,5322,32,160,-992
49,5436,32,160,-1040
50,5544,48,160,-976
51,5652,64,144,-1008
52,5760,-16,176,-912
53,5868,112,112,-1024
54,5976,112,96,-1040
55,6084,32,128,-1024
56,6192,80,80,-1040
57,6300,64,80,-944
58,6408,16,128,-1008
59,6516,16,144,-1008
60,6624,48,64,-1008
61,6732,0,112,-1008
62,6840,48,112,-1040
63,6948,16,112,-1008
64,7056,16,144,-1072
65,7164,32,96,-1008
66,7272,-16,128,-1008
67,7380,-64,128,-992
68,7488,0,80,-1024
69,7596,0,32,-992
70,7704,-64,96,-976
71,7812,-64,112,-992
72,7920,0,48,-1072
73,8034,-48,96,-976
74,8142,-32,80,-1088
75,8250,-64,128,-1008
76,8358,32,0,-880
77,8466,32,80,-960
78,8574,80,48,-1008
79,8682,-16,96,-912
80,8790,32,112,-1024
81,8898,16,96,-1056
82,9006,-48,128,-1024
83,9114,16,144,-960
84,9222,-32,176,-1024
85,9330,-64,192,-992
86,9438,-32,240,-976
87,9546,-96,256,-992
88,9654,32,208,-1008
89,9762,64,240,-976
90,9870,96,192,-928
91,9978,-16,256,-1024
92,10086,-16,288,-992
93,10194,32,256,-944
94,10302,32,208,-1056
95,10410,48,224,-1024
96,10518,80,208,-976
97,10632,112,160,-1008
98,10740,-32,304,-1008
99,10848,80,240,-1072
100,10956,-16,256,-1008
101,11064,0,240,-944
102,11172,48,208,-864
103,11280,128,128,-1072
104,11388,112,144,-1120
105,11496,32,176,-1056
106,11604,64,160,-928
107,11712,16,176,-928
108,11820,48,160,-944
109,11928,112,176,-1040
110,12036,176,176,-1072
111,12144,112,176,-1008
112,12252,176,176,-896
113,12360,96,208,-1008
114,12468,144,176,-976
115,12576,128,192,-944
116,12684,112,192,-944
117,12792,96,176,-976
118,12900,32,208,-992
119,13008,32,176,-992
120,13122,32,192,-1008
121,13230,64,112,-1008
122,13338,64,96,-1008
123,13446,80,80,-1008
124,13554,80,80,-1024
125,13662,80,80,-1024
126,13770,80,80,-1024
127,13878,80,80,-1008
128,13986,80,80,-1024
129,14094,80,80,-1024
130,14202,80,80,-1024
131,14310,80,80,-1024
132,14418,80,80,-1024
133,14526,80,80,-1024
134,14634,80,80,-1024
135,14742,80,80,-1024
136,14850,80,80,-1024
137,14958,80,80,-1024
