37,4134,-32,-208,-992
38,4242,-48,-192,-992
39,4350,-80,-192,-944
40,4458,-48,-208,-992
41,4566,-16,-208,-976
42,4674,-16,-208,-992
43,4782,-16,-192,-976
44,4890,0,-192,-1008
45,4998,-16,-192,-1008
46,5106,-16,-192,-992
47,5214,-32,-192,-992
48,5322,-16,-176,-992
49,5436,0,-176,-992
50,5544,-16,-176,-992
51,5652,-16,-176,-1008
52,5760,0,-176,-992
53,5868,0,-176,-976
54,5976,-64,-160,-1008
55,6084,80,-160,-1024
56,6192,96,-176,-1008
57,6300,64,-176,-992
58,6408,96,-176,-992
59,6516,96,-176,-992
60,6624,96,-160,-1008
61,6732,96,-176,-992
62,6840,96,-160,-992
63,6948,112,-160,-992
64,7056,112,-160,-976
65,7164,80,-112,-896
66,7272,48,-80,-1040
67,7380,112,-64,-1040
68,7488,96,-32,-992
69,7596,80,-32,-1040
70,7704,112,-32,-1104
71,7812,128,-16,-1040
72,7920,160,-16,-1088
73,8034,112,0,-1024
74,8142,128,0,-1088
75,8250,16,0,-960
76,8358,144,0,-1072
77,8466,96,0,-1024
78,8574,-48,64,-960
79,8682,-48,112,-1072
80,8790,-48,160,-992
81,8898,-16,128,-1056
82,9006,-64,128,-1072
83,9114,-112,144,-944
84,9222,-80,112,-960
85,9330,128,48,-944
86,9438,96,64,-1040
87,9546,0,80,-976
88,9654,-112,128,-960
89,9762,16,32,-976
90,9870,-128,128,-1152
91,9978,-64,96,-1056
92,10086,144,0,-992
93,10194,112,80,-1040
94,10302,320,-80,-768
95,10410,176,48,-1104
96,10518,192,0,-976
97,10632,176,-64,-800
98,10740,16,-16,-992
99,10848,-176,-48,-800
100,10956,112,-144,-864
101,11064,32,-64,-912
102,11172,64,0,-1008
103,11280,-32,16,-992
104,11388,16,16,-992
105,11496,32,32,-944
106,11604,96,32,-992
107,11712,80,64,-1008
108,11820,128,64,-1056
109,11928,96,112,-992
110,12036,64,112,-928
111,12144,144,96,-1008
112,12252,112,128,-960
113,12360,96,160,-1040
114,12468,48,176,-976
115,12576,16,208,-992
116,12684,128,176,-1008
117,12792,-48,256,-976
118,12900,64,224,-944
119,13008,48,256,-1040
120,13122,144,208,-976
121,13230,48,224,-1040
122,13338,16,224,-1040
123,13446,64,192,-1040
124,13554,0,208,-992
125,13662,-32,208,-1056
126,13770,80,176,-1040
127,13878,64,176,-1072
128,13986,128,192,-992
129,14094,144,176,-1024
130,14202,112,192,-1024
131,14310,112,208,-896
132,14418,96,224,-1056
133,14526,80,224,-992
134,14634,80,224,-992
135,14742,48,240,-1008
136,14850,32,224,-960
137,14958,64,208,-1008
138,15066,0,208,-1008
139,15174,32,208,-1040
140,15282,48,208,-1008
141,15390,32,208,-992
142,15498,80,192,-1008
143,15606,96,192,-1040
144,15720,80,192,-1040
145,15828,112,176,-1008
146,15936,112,160,-1024
147,16044,80,160,-1024
148,16152,96,160,-992
149,16260,112,176,-1008
150,16368,128,176,-1040
151,16476,80,208,-1024
152,16584,128,192,-1008
153,16692,128,192,-928
154,16800,80,208,-1024
155,16908,32,224,-976
156,17016,32,208,-992
157,17124,96,192,-944
158,17232,80,192,-960
159,17340,112,160,-1008
160,17448,112,160,-1024
161,17556,16,176,-1024
162,17664,16,176,-992
163,17772,80,144,-960
164,17880,64,128,-992
165,17988,32,144,-1024
166,18096,16,128,-992
167,18204,-16,128,-1024
168,18318,-16,128,-1008
169,18426,-64,160,-1104
170,18534,0,128,-1024
171,18642,-16,160,-1024
172,18750,-48,160,-1024
173,18858,-32,160,-1088
174,18966,-64,160,-1008
175,19074,-48,144,-1008
176,19182,0,144,-960
177,19290,16,160,-1008
178,19398,0,160,-864
179,19506,64,80,-816
180,19614,-64,208,-912
181,19722,-16,224,-960
182,19830,48,240,-976
183,19938,64,288,-1056
184,20046,0,304,-992
185,20154,48,304,-944
186,20262,80,288,-1008
187,20370,32,304,-1008
188,20478,32,304,-1008
189,20586,112,288,-1008
190,20694,48,336,-976
191,20802,96,320,-1008
192,20916,96,304,-976
193,21024,80,288,-960
194,21132,-80,304,-928
195,21240,0,272,-928
196,21348,48,240,-1024
197,21456,0,208,-992
198,21564,160,112,-1040
199,21672,16,144,-944
200,21780,64,112,-944
201,21888,-16,112,-1008
202,21996,-32,128,-1024
203,22104,48,80,-1008
204,22212,48,80,-992
205,22320,0,80,-992
206,22428,16,64,-912
207,22536,-48,64,-912
208,22644,-80,96,-944
209,22752,48,96,-992
210,22860,96,80,-1056
211,22968,80,112,-992
212,23076,80,112,-1008
213,23184,48,112,-1056
214,23292,-16,96,-1056
215,23406,0,64,-992
216,23514,32,48,-992
217,23622,16,80,-1072
218,23730,16,96,-1088
219,23838,0,80,-1008
